word,word_sen,word_sen_trans,trans,example
relax,I just want to sit down and relax.,我只想坐下来休息一下。,"v.放松，休息；松懈，松弛；变从容；休养
","1. I just want to sit down and relax.
我只想坐下来休息一下。
2. What Robyn needed was a drink to relax her.
萝宾需要的是喝一杯放松放松。
3. A hot bath should help to relax you.
洗个热水澡可以帮助你放松下来。
"
delight,"Throughout the house, the views are a constant source of surprise and delight.",整个房子，目之所及不停带来惊奇和欣喜。,"n.高兴
v.高兴
","1. Throughout the house, the views are a constant source of surprise and delight.
整个房子，目之所及不停带来惊奇和欣喜。
"
outrage,The response to the jury’s verdict was one of outrage.,陪审团的裁决引发了愤慨。,"n.愤怒，愤慨；暴行；侮辱
v.凌辱，强奸；对…施暴行；激起愤怒
","1. The response to the jury’s verdict was one of outrage.
陪审团的裁决引发了愤慨。
2. a sense of moral outrage
一种义愤填膺的感觉
"
fold,Fold the paper along the dotted line.,沿虚线将纸折起来。,"v.折叠；合拢；抱住；笼罩
n.折痕；信徒；羊栏
","1. Fold the paper along the dotted line.
沿虚线将纸折起来。
2. It’ll fit in if you fold it in half .
对折的话就能放下了。
"
array,a bewildering array of options,一大堆眼花缭乱的选择,"n.数组，阵列；排列，列阵；大批，一系列；衣服
v.排列，部署；打扮
","1. a bewildering array of options
一大堆眼花缭乱的选择
"
superfluous,a modern building with no superfluous decoration,一栋没有多余装饰的现代建筑,"adj.多余的；不必要的；奢侈的
","1. a modern building with no superfluous decoration
一栋没有多余装饰的现代建筑
"
room,I looked around the room.,我四下看了看房间。,"n.房间；空间；余地；机会；房间里所有的人
v.为…提供住处；租房，合住；投宿，住宿；留…住宿
","1. I looked around the room.
我四下看了看房间。
2. She nodded toward a man who was standing across the room (= on the other side of the room ) .
她朝站在屋子另一头的一个男人点点头。
3. Someone was laughing in the next room (= the one beside the one you are in ) .
隔壁房间有人在笑。
4. Here’s your key - room 348.
这是你的钥匙——348号房间。
"
equal,Our constitution states that all men are equal.,我们的宪法规定人人平等。,"adj.平等的；相等的；胜任的
v.等于；比得上
n.对手；匹敌；同辈；相等的事物
","1. Our constitution states that all men are equal.
我们的宪法规定人人平等。
"
acquisition,the acquisition of language,语言的习得,"n.获得物，获得；收购
","1. the acquisition of language
语言的习得
"
feedback,How can I provide feedback without making someone angry?,我怎样才能提出反馈意见又不会得罪人呢？,"n.反馈；成果，资料；回复
","1. How can I provide feedback without making someone angry?
我怎样才能提出反馈意见又不会得罪人呢？
"
admire,I really admire the way she brings up those kids all on her own.,我十分佩服她独力把那些孩子抚养大。,"v.钦佩；赞美
","1. I really admire the way she brings up those kids all on her own.
我十分佩服她独力把那些孩子抚养大。
"
admit,"‘Okay, so maybe I was a little bit scared,’ Jenny admitted.",“行了，也许我是有点害怕。”珍妮承认道。,"v.承认；准许进入；可容纳
","1. ‘Okay, so maybe I was a little bit scared,’ Jenny admitted.
“行了，也许我是有点害怕。”珍妮承认道。
2. I must admit , I didn’t actually do anything to help her.
我必须承认，实际上我并没有帮她什么忙。
3. Admit it! I’m right, aren’t I?
承认吧！我对了，是不是？
"
linguistic,a child’s linguistic development,儿童的语言发展,"adj.语言的；语言学的
","1. a child’s linguistic development
儿童的语言发展
"
engineer,"He trained as a civil engineer (= one who designs and builds roads, bridges etc ).",他接受过土木工程师培训。,"n.工程师；工兵；火车司机
v.设计；策划；精明地处理
","1. He trained as a civil engineer (= one who designs and builds roads, bridges etc ).
他接受过土木工程师培训。
"
surface,Nearly 10% of the Earth’s surface is covered by ice.,地球表面将近 10% 被冰层覆盖。,"n.表面；表层；外观
adj.表面的，肤浅的
v.浮出水面
","1. Nearly 10% of the Earth’s surface is covered by ice.
地球表面将近 10% 被冰层覆盖。
2. Gas bubbles in any liquid tend to rise to the surface .
在任何液体中气泡往往都会浮到表面。
"
bubble,"When water boils, bubbles rise to the surface.",水烧开时，水面会冒泡泡。,"n.气泡，泡沫，泡状物；透明圆形罩，圆形顶
v.沸腾，冒泡；发出气泡声
","1. When water boils, bubbles rise to the surface.
水烧开时，水面会冒泡泡。
2. soap bubbles
肥皂泡
3. She was blowing bubbles in her milk with a straw.
她用吸管在牛奶里吹泡泡。
"
legislation,This is a very important piece of legislation (= law ).,这是一条非常重要的法规。,"n.立法；法律
","1. This is a very important piece of legislation (= law ).
这是一条非常重要的法规。
"
confidence,I felt I was doing well and my confidence began to grow.,我觉得自己干得不错，自信心就开始增加了。,"n.信心；信任；秘密
adj.（美）诈骗的；骗得信任的
","1. I felt I was doing well and my confidence began to grow.
我觉得自己干得不错，自信心就开始增加了。
"
belong,The house had belonged to her family for three or four generations.,这座房子属于她家已有三四代了。,"v.属于，应归入；居住；适宜；应被放置
","1. The house had belonged to her family for three or four generations.
这座房子属于她家已有三四代了。
"
restaurant,He took her out for a five-course dinner in a fancy restaurant.,他带她到一家豪华餐厅吃了一顿有五道菜的晚餐。,"n.餐馆；[经] 饭店
","1. He took her out for a five-course dinner in a fancy restaurant.
他带她到一家豪华餐厅吃了一顿有五道菜的晚餐。
2. The company runs a chain of restaurants.
公司经营连锁饭店。
3. A new restaurant has just opened across the road.
马路对面刚开了一家新饭馆。
"
miss,I’d like to make an appointment with Miss Taylor.,我想约一下泰勒小姐。,"n.女士，小姐，年轻未婚女子
","1. I’d like to make an appointment with Miss Taylor.
我想约一下泰勒小姐。
"
total,a total ban on cigarette advertising,香烟广告的全面禁止,"adj.全部的；完全的；整个的
v.总数达
n.总数，合计
","1. a total ban on cigarette advertising
香烟广告的全面禁止
2. He looked at her with a total lack of comprehension.
他一头雾水地望着她。
3. a sport that demands total commitment
需要全身心投入的体育运动
"
taste,The medicine had a slightly bitter taste.,这药略带苦味。,"n.味道；品味；审美
v.尝；体验
","1. The medicine had a slightly bitter taste.
这药略带苦味。
"
employer,The shoe factory is the largest employer in this area.,这家制鞋厂是本地区最大的雇主。,"n.雇主，老板
","1. The shoe factory is the largest employer in this area.
这家制鞋厂是本地区最大的雇主。
"
assumption,You would be making an assumption that's not based on any fact that you could report.,你会做出不以你能报道的任何事实为依据的一种假设。,"n.假定；设想；担任；采取
","1. You would be making an assumption that's not based on any fact that you could report.
你会做出不以你能报道的任何事实为依据的一种假设。
"
provoke,The novel has provoked fierce debate in the US.,那部小说在美国引发了激烈的争论。,"v.驱使；激怒；煽动；惹起
","1. The novel has provoked fierce debate in the US.
那部小说在美国引发了激烈的争论。
"
upright,"Katie was still awake, sitting bolt upright(= sitting with her back very straight ) staring at the television.",凯蒂还醒着，坐得笔直，眼睛盯着电视。,"adj.正直的，诚实的；垂直的，直立的；笔直的；合乎正道的
n.垂直；竖立
","1. Katie was still awake, sitting bolt upright(= sitting with her back very straight ) staring at the television.
凯蒂还醒着，坐得笔直，眼睛盯着电视。
"
pension,At what age can you start drawing your pension ?,从多少岁可以开始领取养老金？,"n.退休金，抚恤金；津贴；膳宿费
v.发给养老金或抚恤金
","1. At what age can you start drawing your pension ?
从多少岁可以开始领取养老金？
2. If you are self-employed, you should think about taking out a private pension .
如果你是自由职业者，应该考虑办理私人养老金事宜。
3. Many people find it hard to live on a basic state pension .
许多人发现仅凭国家基本养老金不能养活自己。
4. She pays a quarter of her salary into a pension plan.
她将每月工资的四分之一用于养老金计划。
"
count,"There are more than two thousand of us, not counting the crew.",我们有两千多人，不包括工作人员在内。,"v.计算；认为
n.计数；计算；伯爵
","1. There are more than two thousand of us, not counting the crew.
我们有两千多人，不包括工作人员在内。
"
operate,Doctors had to operate to remove the bullet.,医生不得不开刀取出子弹。,"v.运转；动手术；起作用
","1. Doctors had to operate to remove the bullet.
医生不得不开刀取出子弹。
"
rage,"Sobbing with rage, Carol was taken to the hospital.",卡罗尔气得呜呜哭，被送往医院。,"n.愤怒；狂暴，肆虐；情绪激动
v.大怒，发怒；流行，风行
","1. Sobbing with rage, Carol was taken to the hospital.
卡罗尔气得呜呜哭，被送往医院。
2. Richens was 17 when he flew into a rage and stabbed another teenager.
里琴斯17岁那年一怒之下捅了一名少年。
"
complain,Residents are complaining because traffic in the area has increased.,由于这个地区的交通流量有所增加，居民都在抱怨。,"v.投诉；发牢骚；诉说
","1. Residents are complaining because traffic in the area has increased.
由于这个地区的交通流量有所增加，居民都在抱怨。
2. ‘You never ask my opinion about anything,’ Rod complained.
“你什么事都不问问我的看法。”罗德抱怨道。
3. Employees complained bitterly about working conditions.
雇员们对工作条件十分不满。
"
possess,Different workers possess different skills.,不同的工人拥有不同技能。,"v.控制；使掌握；持有；迷住；拥有，具备
","1. Different workers possess different skills.
不同的工人拥有不同技能。
2. He no longer possessed the power to frighten her.
他再也吓不倒她了。
"
marry,He married Bea in 1925.,他在1925年娶了贝亚。,"v.嫁；娶；与……结婚
n.(Marry)人名；(阿拉伯)马雷；(法)马里
","1. He married Bea in 1925.
他在1925年娶了贝亚。
2. I’m going to ask her to marry me on St Valentine’s Day.
我打算在情人节向她求婚。
3. She married young (= at a young age ) .
她结婚早。
4. People in higher social classes are more likely to marry late (= when they are older than is usual ) .
社会阶层较高的人士倾向于晚婚。
5. Sophia had, in a sense, married beneath her (= married someone of a lower social class than her ) .
索菲娅在某种意义上是下嫁了。
"
inform,They decided to inform the police.,他们决定通知警察。,"v.通知；告诉；报告
","1. They decided to inform the police.
他们决定通知警察。
"
owe,How much do I owe you (= often used to show that you want to pay for something )?,我该付你多少钱？,"v.欠；感激；应给予；应该把……归功于
n.(Owe)人名；(瑞典、挪)奥弗
","1. How much do I owe you (= often used to show that you want to pay for something )?
我该付你多少钱？
"
race,The school welcomes children of all races .,该校欢迎各种族的学生就读。,"n.属，种；种族，人种；家庭，门第
v.使参加比赛；和…竞赛；使急走，使全速行进
","1. The school welcomes children of all races .
该校欢迎各种族的学生就读。
2. a person of mixed race
混血儿
3. The law forbids discrimination on the grounds of race or religion.
法律禁止以种族或宗教信仰为由歧视他人。
"
positive,At least something positive has come out of the situation.,至少这个情况也产生了一些积极的东西。,"adj.积极的；[数] 正的，[医][化学] 阳性的；确定的，肯定的；实际的，真实的；绝对的
n.正数；[摄] 正片
","1. At least something positive has come out of the situation.
至少这个情况也产生了一些积极的东西。
2. Write down all the positive things about your life.
记下生活中所有好的事情。
3. The rural environment was having a positive effect on the children’s health.
乡村环境对孩子们的健康有好处。
4. It’s been a very positive experience for her.
那对她来说是一次非常有益的经历。
5. TV can be a positive influence .
电视也会有好的影响。
6. the positive contribution to the community made by many older people
许多老年人为社区做出的积极贡献
7. It’s been a difficult time but, on the positive side , I feel physically fine.
日子过得不容易，不过从好的方面看，我的身体状况还不错。
8. Women should be portrayed in a more positive light .
应该从更正面的角度来描绘女性。
"
curiosity,I opened the packet just to satisfy my curiosity .,我打开包裹只是为了满足我的好奇心。,"n.好奇，好奇心；珍品，古董，古玩
","1. I opened the packet just to satisfy my curiosity .
我打开包裹只是为了满足我的好奇心。
2. The news aroused a lot of curiosity among local people.
这条消息在当地人中间引起了很大的好奇心。
3. She decided to follow him out of curiosity .
她出于好奇决定跟踪他。
4. Margaret looked at him with curiosity .
玛格丽特好奇地看着他。
5. a man of immense intellectual curiosity
求知欲极强的一个男人
6. It was idle curiosity that made me ask.
我只是好奇地随便问了一下。
"
perfect,His English was perfect.,他的英语很地道。,"adj.完美的；最好的；精通的
v.使完美；使熟练
n.完成式
","1. His English was perfect.
他的英语很地道。
2. The car was in perfect condition.
这辆车的车况极佳。
3. You’re very lucky to have perfect teeth.
你能拥有一口完美的牙齿太幸运了。
4. a perfect performance
完美的演出
5. In a perfect world, we wouldn’t need an army.
在理想世界中，我们不需要军队。
"
assume,I think we can safely assume (=  it is almost certain  ) that interest rates will go up again soon.,我想我们几乎可以肯定，利率很快会再次上调。,"v.假定；设想；承担；采取
","1. I think we can safely assume (=  it is almost certain  ) that interest rates will go up again soon.
我想我们几乎可以肯定，利率很快会再次上调。
2. When it got to midnight and Paul was still not back, I began to assume the worst (=  think that the worst possible thing had happened  ) .
到午夜时保罗还没回来，我就开始往最坏的地方想了。
"
married,Are you married or single?,你是已婚还是单身？,"adj.已婚的，有配偶的；婚姻的，夫妇的；密切结合的
n.已婚者
v.结婚，与…结婚（marry的过去式）
","1. Are you married or single?
你是已婚还是单身？
2. They’ve been married for eight years.
他们已经结婚八年了。
3. Married men earn 70 percent more than single men.
已婚男子比单身男子多挣70%。
4. We’re getting married (= marrying ) next month.
我们下个月结婚。
5. When she first came to London, she was newly married and out of work.
她初到伦敦时刚结婚，而且没有工作。
6. So, how do you like married life ?
那么，你觉得婚后生活怎么样？
"
ensure,facilities to ensure the safety of cyclists,确保骑车人安全的设施,"v.保证，确保；使安全
","1. facilities to ensure the safety of cyclists
确保骑车人安全的设施
"
widespread,the widespread use of chemicals in agriculture,化学品在农业中的广泛使用,"adj.普遍的，广泛的；分布广的
","1. the widespread use of chemicals in agriculture
化学品在农业中的广泛使用
"
lay,He laid his hand on my shoulder.,他把一只手搭在我的肩上。,"v.躺下；产卵；搁放；放置；铺放；涂，敷
adj.世俗的；外行的；没有经验的
n.位置；短诗；花纹方向；叙事诗；性伙伴
","1. He laid his hand on my shoulder.
他把一只手搭在我的肩上。
2. They laid a wreath at the place where so many people died.
他们在这么多人丧生的地方放了一个花圈。
3. Lay the material flat on the table.
把布料平铺在桌上。
"
thousand,a journey of almost a thousand miles,"将近1,000英里的旅程","n.一千；一千个；许许多多
adj.成千的；无数的
","1. a journey of almost a thousand miles
将近1,000英里的旅程
"
deliberate,a deliberate attempt to humiliate her,对她的故意羞辱,"adj.故意的；深思熟虑的；从容的
v.仔细考虑；商议
","1. a deliberate attempt to humiliate her
对她的故意羞辱
2. The attack on him was quite deliberate.
对他的袭击完全是有预谋的。
"
wild,"{""COLLOINEXA"":[""wild animals""]}",野生动物,"adj.野生的；野蛮的；狂热的；荒凉的
n.荒野
adv.疯狂地；胡乱地
","1. {""COLLOINEXA"":[""wild animals""]}
野生动物
2. a field full of wild flowers
遍地野花的田野
3. animals both wild and domesticated
野生动物和家养动物
"
master,the skills needed to master a new language,掌握一门新语言所需的技能,"v.控制；精通；征服
n.硕士；主人；大师；教师
adj.主人的；主要的；熟练的
","1. the skills needed to master a new language
掌握一门新语言所需的技能
2. I never quite mastered the art of walking in high heels.
我一直学不会穿高跟鞋走路。
"
constrain,Poor soil has constrained the level of crop production.,贫瘠的土地限制了农作物的产量。,"v.驱使；强迫；束缚
","1. Poor soil has constrained the level of crop production.
贫瘠的土地限制了农作物的产量。
2. Women’s employment opportunities are often severely constrained by family commitments.
女性的就业机会常常受到家庭责任的严重限制。
"
commission,The Government set up a commission to investigate allegations of police violence.,政府成立了一个委员会调查对警察施暴行为的指控。,"n.委员会；佣金；犯；委任；委任状
v.委任；使服役；委托制作
","1. The Government set up a commission to investigate allegations of police violence.
政府成立了一个委员会调查对警察施暴行为的指控。
"
holder,the 800 m world record holder,800米世界纪录保持者,"n.持有人；所有人；固定器；（台、架等）支持物
","1. the 800 m world record holder
800米世界纪录保持者
2. Season-ticket holders are furious at the rise in rail fares.
买季票的人对火车票价上涨极为愤怒。
3. British passport holders
英国护照持有人
"
suppress,The uprising was ruthlessly suppressed.,起义受到了残酷的镇压。,"v.抑制；镇压；废止
","1. The uprising was ruthlessly suppressed.
起义受到了残酷的镇压。
"
expectation,"Having raised expectations (= made people more hopeful ), he went on to help only a few people.",他唤起了大家的希望，但接着只是帮助了几个人。,"n.期待；预期；指望
","1. Having raised expectations (= made people more hopeful ), he went on to help only a few people.
他唤起了大家的希望，但接着只是帮助了几个人。
2. The show exceeded all expectations (= was much better than expected ).
这场演出比人们预期的要好得多。
3. The number of people who attended fell short of expectations (= was lower than expected ).
出席的人数比预期的要少。
"
musician,a talented young musician,有天赋的年轻音乐家,"n.音乐家
","1. a talented young musician
有天赋的年轻音乐家
"
huge,a huge dog,一条大狗,"adj.巨大的；庞大的；无限的
n.(Huge)人名；(英)休奇
","1. a huge dog
一条大狗
2. huge crowds
大群大群的人
3. Your room’s huge compared to mine.
你的房间跟我的比很大。
4. These shoes make my feet look huge.
这双鞋让我的脚看上去大极了。
5. the huge scale of the problem
该问题的严重性
"
concentrate,Now please concentrate.,现在请集中注意力。,"v.集中；浓缩；全神贯注；聚集
n.浓缩，精选；浓缩液
","1. Now please concentrate.
现在请集中注意力。
2. Adrian was finding it difficult to concentrate.
阿德里安觉得自己很难集中注意力。
"
unemployment,a town where there is high unemployment,高失业率城镇,"n.失业；失业率；失业人数
","1. a town where there is high unemployment
高失业率城镇
"
couple,a newly married couple,一对新婚夫妇,"n.对；夫妇；数个
v.结合；成婚
","1. a newly married couple
一对新婚夫妇
2. the couple next door
隔壁的那对夫妇
"
diffuse,The organization is large and diffuse.,这个组织规模大、分布广。,"adj.弥漫的；散开的
v.扩散；传播；漫射
","1. The organization is large and diffuse.
这个组织规模大、分布广。
"
permanent,He gave up a permanent job in order to freelance.,他放弃了固定工作，为的是当一名自由职业者。,"adj.永久的，永恒的；不变的
n.烫发（等于permanent wave）
","1. He gave up a permanent job in order to freelance.
他放弃了固定工作，为的是当一名自由职业者。
2. a permanent change in your eating habits
饮食习惯的永久改变
3. The blindness that the disease causes will be permanent.
这种疾病引起的失明是永久性的。
4. Miller soon became a permanent fixture (= someone or something that is always there ) on the team.
米勒很快就成为球队的固定队员。
"
supervise,Griffiths closely supervised the research.,格里菲思密切指导该项研究。,"v.监督，管理；指导
","1. Griffiths closely supervised the research.
格里菲思密切指导该项研究。
"
cell,cancer cells,癌细胞,"n.细胞；电池；蜂房的巢室；单人小室
vi.住在牢房或小室中
","1. cancer cells
癌细胞
2. Embryos grow by cell division (= the splitting of cells ) .
胚胎通过细胞分裂而成长。
"
reply,"I asked Clive where he was going, but he didn’t reply.",我问克莱夫到哪儿去，但他没有回答。,"v.回答；[法] 答辩；回击
n.回答；[法] 答辩
","1. I asked Clive where he was going, but he didn’t reply.
我问克莱夫到哪儿去，但他没有回答。
2. Sorry it took me so long to reply.
抱歉，我过了这么久才回复。
3. ‘Did you see Simon today?’ ‘Of course,’ Nathalie replied with a smile.
“你今天见到西蒙了吗？”“当然啦。”纳萨莉笑着答道。
"
technical,Our staff will be available to give you technical support .,有我们的员工向你提供技术支持。,"adj.工艺的，科技的；技术上的；专门的
","1. Our staff will be available to give you technical support .
有我们的员工向你提供技术支持。
2. I have no technical knowledge at all.
我一点技术知识都没有。
3. {""COLLOINEXA"":[""technical training""]}
技术培训
"
bargain,There are no bargains in the clothes shops at the moment.,这阵子服装店里没有什么便宜货。,"n.交易；便宜货；契约
v.讨价还价；议价；(谈价钱后)卖
","1. There are no bargains in the clothes shops at the moment.
这阵子服装店里没有什么便宜货。
2. It’s an attractive little home, and I think it’s a bargain .
这是一个漂亮的小居所，我觉得是合算的。
3. That second-hand table was a real bargain .
那张二手的桌子非常便宜。
4. Good watches don't come at bargain prices .
好表不会便宜。
5. (=  people looking for things to buy at low prices  ) queued outside the store for hours.
想淘便宜货的人排着队在商店外面等了很久。
"
tendency,children with aggressive or anti-social tendencies,具有攻击性倾向或反社会倾向的儿童,"n.倾向，趋势；癖好
","1. children with aggressive or anti-social tendencies
具有攻击性倾向或反社会倾向的儿童
"
mix,Oil and water don’t mix.,油和水不相融。,"v.配制；混淆；使混和；使结交
n.混合；混合物；混乱
","1. Oil and water don’t mix.
油和水不相融。
"
valuable,a valuable painting,一幅名贵的画,"adj.有价值的；贵重的；可估价的
n.贵重物品
","1. a valuable painting
一幅名贵的画
2. Their most valuable belongings were locked in a safe in the bedroom.
他们最值钱的财物锁在卧室保险箱里。
"
indignation,"To his indignation, Charles found that his name was not on the list.",查尔斯发现他的名字没有出现在名单上，这让他深感愤慨。,"n.愤慨；愤怒；义愤
","1. To his indignation, Charles found that his name was not on the list.
查尔斯发现他的名字没有出现在名单上，这让他深感愤慨。
2. He stormed into her office, full of righteous indignation.
他义愤填膺，气呼呼地冲进她的办公室。
"
theater,,,"n.电影院，戏院，剧场；戏剧；手术室
",
relief,Marijuana can provide pain relief for some cancer patients.,大麻可以为一些癌症患者减轻疼痛。,"n.救济；减轻，解除；安慰；浮雕
","1. Marijuana can provide pain relief for some cancer patients.
大麻可以为一些癌症患者减轻疼痛。
"
composition,Some minerals have complex chemical compositions.,有些矿物的化学构成很复杂。,"n.作文，作曲，作品；[材] 构成；合成物；成分
","1. Some minerals have complex chemical compositions.
有些矿物的化学构成很复杂。
"
generous,a generous glass of wine,一大杯葡萄酒,"adj.慷慨的，大方的；宽宏大量的；有雅量的
","1. a generous glass of wine
一大杯葡萄酒
"
conductor,Wood is a poor conductor of heat.,木头导热性能差。,"n.导体；售票员；领导者；管理人
","1. Wood is a poor conductor of heat.
木头导热性能差。
"
exhaust,A full day’s teaching exhausts me.,讲一整天课令我精疲力竭。,"v.排出；耗尽；使精疲力尽；彻底探讨
n.排气；废气；排气装置
","1. A full day’s teaching exhausts me.
讲一整天课令我精疲力竭。
"
brown,dark brown hair,深褐色的头发,"adj.棕色的，褐色的；太阳晒黑的
v.变成褐色
n.褐色，棕色
","1. dark brown hair
深褐色的头发
"
rock,"the late rock star, Freddie Mercury",已故摇滚乐明星弗雷迪·默丘利,"n.岩石；摇滚乐；暗礁
v.摇动；使摇晃
","1. the late rock star, Freddie Mercury
已故摇滚乐明星弗雷迪·默丘利
2. The stadium has hosted numerous rock concerts .
这个体育场举行过许多场摇滚乐音乐会。
"
tolerance,...his tolerance and understanding of diverse human nature.,…他对各种人性的宽容和理解。,"n.公差；宽容；容忍；公差
","1. ...his tolerance and understanding of diverse human nature.
…他对各种人性的宽容和理解。
"
western,the western end of the bay,海湾的西端,"adj.西方的，西部的；有西方特征的
n.西方人；西部片，西部小说
","1. the western end of the bay
海湾的西端
2. Western Australia
西澳大利亚
"
assistance,We offer financial assistance to students.,我们向学生提供经济援助。,"n.援助，帮助；辅助设备
","1. We offer financial assistance to students.
我们向学生提供经济援助。
2. Can I be of any assistance (=  can I help you  ) ?
我能帮什么忙吗？
"
construction,a road construction project,道路修建计划,"n.建设；建筑物；解释；造句
","1. a road construction project
道路修建计划
2. construction workers
建筑工人
"
recall,"You don’t happen to recall his name, do you?",你不会恰巧还想得起他的名字吧？,"v.召回；回想起，记起；取消
n.召回；回忆；撤消
","1. You don’t happen to recall his name, do you?
你不会恰巧还想得起他的名字吧？
2. As I recall, it was you who suggested this idea in the first place.
我记得，是你首先提出这个想法的。
"
formulate,We are studying the situation but have not formulated any response yet.,我们正在研究形势，但尚未考虑好如何回应。,"v.规划；用公式表示；明确地表达
","1. We are studying the situation but have not formulated any response yet.
我们正在研究形势，但尚未考虑好如何回应。
"
monday,I went back to work on Monday.,我星期一回去上班了。,"n.星期一
","1. I went back to work on Monday.
我星期一回去上班了。
2. The first meeting of the group took place last Monday.
该集团的第一次会议于上周一召开。
"
authentic,an authentic account,真实可信的说法,"adj.真正的，真实的；可信的
","1. an authentic account
真实可信的说法
"
incidence,The incidence of breast cancer increases with age.,乳腺癌的发病率随着年龄的增长而上升。,"n.发生率；影响；[光] 入射；影响范围
","1. The incidence of breast cancer increases with age.
乳腺癌的发病率随着年龄的增长而上升。
"
brook,"He would brook no criticism, even from his beloved daughter.",他不能容忍任何批评，哪怕是自己深爱的女儿也不行。,"v.忍受；容忍
n.小溪；小河
","1. He would brook no criticism, even from his beloved daughter.
他不能容忍任何批评，哪怕是自己深爱的女儿也不行。
"
commodity,agricultural commodities,农业商品,"n.商品，货物；日用品
","1. agricultural commodities
农业商品
2. Commodity prices fell sharply.
商品价格急剧下跌。
"
throat,The singer complained of a sore throat after Wednesday’s show.,星期三演出后，这位歌手说喉咙痛。,"n.喉咙；嗓子，嗓音；窄路
vt.开沟于；用喉音说
","1. The singer complained of a sore throat after Wednesday’s show.
星期三演出后，这位歌手说喉咙痛。
"
cheat,He had cheated in the test by using a calculator.,他在考试时作弊，用了计算器。,"v.欺骗；骗取
n.欺骗，作弊；骗子
","1. He had cheated in the test by using a calculator.
他在考试时作弊，用了计算器。
2. Don’t look at my cards - that’s cheating .
别看我的牌，那是作弊。
"
soul,the immortality of the soul,灵魂的不灭,"n.灵魂；心灵；精神；鬼魂
adj.美国黑人文化的
","1. the immortality of the soul
灵魂的不灭
2. It was as if those grey eyes could see into the very depths of her soul .
仿佛那双灰眼睛能看到她的灵魂深处。
3. the souls of the dead
亡灵
"
prey,"The effect was to disrupt the food chain, starving many animals and those that preyed on them.",后果是打断食物链，使许多动物和捕食它们的动物饿死。,"v.捕食；掠夺；折磨
n.捕食；牺牲者；被捕食的动物
","1. The effect was to disrupt the food chain, starving many animals and those that preyed on them.
后果是打断食物链，使许多动物和捕食它们的动物饿死。
"
cheap,cheap rail fares,便宜的火车票,"adj.便宜的；小气的；不值钱的
adv.便宜地
","1. cheap rail fares
便宜的火车票
2. the cheapest TV on the market
市场上最便宜的电视机
3. Property is cheaper in Spain than here.
西班牙的房地产比这里便宜。
4. a cheap shop (= one that sells goods cheaply )
廉价商店
5. The equipment is relatively cheap and simple to use.
这种设备相对比较便宜，而且操作简单。
6. This coat was dirt cheap (= very cheap – an informal expression 非正式用语 ) .
这件外套超便宜。
"
abolish,Slavery was abolished in the US in the 19th century.,美国于19世纪废除了奴隶制。,"v.废除，废止；取消，革除
","1. Slavery was abolished in the US in the 19th century.
美国于19世纪废除了奴隶制。
"
abound,Stories abound about when he was in charge.,他负责时传闻很多。,"v.富于；充满
","1. Stories abound about when he was in charge.
他负责时传闻很多。
"
literary,a literary prize,文学奖,"adj.文学的；书面的；精通文学的
","1. a literary prize
文学奖
"
spare,She said that she could only spare 35 minutes for our meeting.,她说她只能抽出35分钟给我们的会议。,"v.节约，吝惜；饶恕；分出，分让
adj.多余的；瘦的；少量的
n.剩余；备用零件
","1. She said that she could only spare 35 minutes for our meeting.
她说她只能抽出35分钟给我们的会议。
"
desirable,The ability to speak a foreign language is highly desirable .,能说一门外语是非常理想的。,"adj.令人满意的；值得要的
n.合意的人或事物
","1. The ability to speak a foreign language is highly desirable .
能说一门外语是非常理想的。
"
assimilate,It will take time to assimilate all these facts.,充分掌握所有这些情况需要时间。,"v.吸收；使同化；把…比作；使相似
","1. It will take time to assimilate all these facts.
充分掌握所有这些情况需要时间。
"
verbal,verbal skills,语言技能,"adj.口头的；言语的；动词的；照字面的
n.动词的非谓语形式
","1. verbal skills
语言技能
"
