word,word_sen,word_sen_trans,trans,example
recycle,The objective would be to recycle 98 percent of domestic waste.,该目标是循环使用98%的生活垃圾。,"v.再循环,重复利用
","1. The objective would be to recycle 98 percent of domestic waste.
该目标是循环使用98%的生活垃圾。
"
president,President Bush,布什总统,"n.总统；总裁,校长,会长,主席
","1. President Bush
布什总统
2. the president of General Motors
通用汽车公司总裁
"
sensible,She seems very sensible.,她好像很明智。,"adj.明智的,合理的；可觉察的,明显的
","1. She seems very sensible.
她好像很明智。
2. sensible advice
合理的建议
3. It’s sensible to keep a note of your passport number.
把你的护照号码记下来是明智的。
4. Moving house seemed like the sensible thing to do .
搬家似乎是明智的做法。
5. a sensible increase in temperature
温度的明显上升
"
bare,a ragged child with bare feet,一个衣衫褴褛、光着脚的小孩,"adj.赤裸的；空的
v.露出,暴露
","1. a ragged child with bare feet
一个衣衫褴褛、光着脚的小孩
2. She felt the sun warm on her bare arms.
她感觉到阳光照在她裸露双臂上的暖意。
3. She looked round her tiny bare room.
她环顾她那空荡荡的小房间。
4. The dog bared its teeth .
狗露出了牙齿。
"
definition,a dictionary definition,词典里的释义,"n.定义,解释；(轮廓影像等的)清晰度
","1. a dictionary definition
词典里的释义
2. technologies such as high definition television
高清电视之类的技术
"
reception,She was unsure of her reception after everything that had happened.,发生了这些事后，她对自己是否还受欢迎没把握。,"n.欢迎，接待；反响；招待会；接受,接收效果
","1. She was unsure of her reception after everything that had happened.
发生了这些事后，她对自己是否还受欢迎没把握。
2. The plans received a mixed reception from unions (= some people liked them, others did not ) .
各工会对这些计划反响不一。
3. At the reception they served smoked salmon.
在招待会上，他们端上了熏三文鱼。
4. ...poor radio reception.
…糟糕的广播接收效果。
"
prince,Prince William,威廉王子,"n.王子；亲王
","1. Prince William
威廉王子
2. Prince Rainier of Monaco
摩纳哥的兰尼埃亲王
"
distract,Try not to distract the other students.,尽量不要让其他学生分心。,"v.分散;使分心
","1. Try not to distract the other students.
尽量不要让其他学生分心。
"
accommodate,The island was used to accommodate child refugees.,该岛用于收容儿童难民。,"v.向…提供住处
","1. The island was used to accommodate child refugees.
该岛用于收容儿童难民。
"
secretary,My secretary will fax you all the details.,我的秘书会把所有的细节发传真给你。,"n.秘书,书记；部长,大臣
","1. My secretary will fax you all the details.
我的秘书会把所有的细节发传真给你。
2. ...a former Venezuelan foreign secretary.
…一位前任委内瑞拉外交部长。
"
county,"Fairfax County, Virginia",弗吉尼亚州费尔法克斯县,"n.(英国)郡,(美国)县
","1. Fairfax County, Virginia
弗吉尼亚州费尔法克斯县
"
presence,Your presence is requested at the club meeting on Friday.,敬请出席于周五举行的俱乐部会议。,"n.出席,到场,存在
","1. Your presence is requested at the club meeting on Friday.
敬请出席于周五举行的俱乐部会议。
"
pardon,Walter begged her pardon for all the pain he had caused her.,沃尔特请求她原谅自己给她造成那么多痛苦。,"n.原谅,宽恕
interjection.请重复一遍
v.赦免
","1. Walter begged her pardon for all the pain he had caused her.
沃尔特请求她原谅自己给她造成那么多痛苦。
2. ‘Hurry up Jonathan!’ ‘Pardon?’ ‘I said hurry up!’
“快点，乔纳森！”“你说什么啊？”“我说快点！”
3. The two spies were pardoned yesterday by the President.
那两名间谍昨天得到了总统的赦免。
"
merry,"He marched off, whistling a merry tune.",他吹着一首欢快的曲子大步走了。,"adj.欢乐的,愉快的
","1. He marched off, whistling a merry tune.
他吹着一首欢快的曲子大步走了。
"
convert,The signal will be converted into digital code.,信号将被转变成数字编码。,"v.变换,转换；改变（信仰等）
","1. The signal will be converted into digital code.
信号将被转变成数字编码。
2. She converted to Catholicism.
她改信了天主教。
"
limit,a 55 mph speed limit,55英里的时速限制,"n.限度，极限
v.(to)限制,限定
","1. a 55 mph speed limit
55英里的时速限制
2. Seating is limited to 500.
座位限定在 500个。
"
cover,Grey mould covered the walls.,灰色的霉菌布满了墙面。,"v.覆盖；包括,涉及
n.(书的)封面；盖子,套子
","1. Grey mould covered the walls.
灰色的霉菌布满了墙面。
2. Much of the country is covered by snow.
这个国家的大部分地区都被白雪覆盖。
3. a course covering business law
一门包括商业法的课程
4. His photo’s on the cover of ‘Newsweek’ again.
他的照片又登上《新闻周刊》的封面了。
5. a blue duvet cover
蓝色的羽绒被套
"
evident,Bob ate his lunch with evident enjoyment.,显然鲍勃吃午饭吃得津津有味。,"adj.明显的,明白的
","1. Bob ate his lunch with evident enjoyment.
显然鲍勃吃午饭吃得津津有味。
"
criminal,Police have described the man as a violent and dangerous criminal.,警方形容那名男子是个凶暴而危险的罪犯。,"n.罪犯,刑事犯
adj.犯罪的,刑事的
","1. Police have described the man as a violent and dangerous criminal.
警方形容那名男子是个凶暴而危险的罪犯。
2. a convicted criminal
一名已决罪犯
3. The new law will ensure that habitual criminals (= criminals who commit crimes repeatedly ) receive tougher punishments than first-time offenders.
新法律将确保惯犯比初犯受到更为严厉的惩罚。
4. Teenagers should not be sent to prison to mix with hardened criminals (= criminals who have committed and will continue to commit a lot of crimes ) .
青少年不该被送进监狱和惯犯混杂在一起。
5. Experts cannot agree on the causes of criminal behaviour .
专家对犯罪行为的原因不能取得一致意见。
6. I was sure he was involved in some kind of criminal activity .
我肯定他在从事某种犯罪活动。
"
signify,Some tribes use special facial markings to signify status.,有些部落使用特殊的面部标记来表示地位。,"v.表示,意味；要紧,有重要性
","1. Some tribes use special facial markings to signify status.
有些部落使用特殊的面部标记来表示地位。
2. The image of the lion signified power and strength.
狮子的形象代表权力和力量。
3. These figures don’t really signify in the overall results.
这些数字对于总体结果影响不是很大。
"
beside,Wendy came up and sat beside me.,温迪走过来，坐在我身边。,"prep.在...旁边，在...附近；和...相比
","1. Wendy came up and sat beside me.
温迪走过来，坐在我身边。
2. the table beside the bed
床边的桌子
3. I was standing right beside her at the time.
当时我就站在她的旁边。
4. This year’s sales figures don’t look very good beside last year’s results.
今年的销售额和去年相比不是很好。
"
manual,People in manual occupations have a lower life expectancy.,干体力活的人预期寿命较短。,"adj.手工的,体力的
n.手册,指南
","1. People in manual occupations have a lower life expectancy.
干体力活的人预期寿命较短。
2. a user manual
用户指南
"
dorm,"But I had no food in my dorm, so I had to go to canteen.",但是我在宿舍没有东西可吃，所以我只能去餐厅了。,"n.同dormitory,宿舍
","1. But I had no food in my dorm, so I had to go to canteen.
但是我在宿舍没有东西可吃，所以我只能去餐厅了。
2. So, some can stay in the dorm for an entire month without talking at all with anyone.
因此，有些学生能待在宿舍里整整一个月不与任何人讲话。
"
circus,My real ambition was to work in a circus.,我真正的理想是去马戏团工作。,"n.马戏团,杂技团;马戏场,杂技场
","1. My real ambition was to work in a circus.
我真正的理想是去马戏团工作。
"
bathroom,Where’s the bathroom?,洗手间在哪里？,"n.浴室;盥洗室,卫生间
","1. Where’s the bathroom?
洗手间在哪里？
"
